ideptfamily,organisationname,date,transactionnumber,supplier,expensearea,expensetype,amount,file,negative,dater
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405473,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405474,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405871,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405918,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405919,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405920,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405921,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405922,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405923,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,38400.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405924,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,38400.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405925,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,38400.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405926,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,38400.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405929,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405930,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,38400.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405931,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405932,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405933,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405934,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405935,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,38400.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405937,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405941,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405942,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405945,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1405946,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406477,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406478,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406479,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406480,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406483,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406484,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406485,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406486,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406487,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406488,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406645,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1406961,Ellis Building Services Ltd,Rf:Mechanical Projects-Backlog,Estates Services Contracts,27217.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1407720,Ernst & Young Llp,Tw:Financial Director,Consultancy Fees,42150.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1411833,Siemens Healthcare Limited,Tw:Ultrasound 16 Nhsi Nhssc,Med&Surg Equipment,40800.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1411971,Ucl Consultants Ltd,Tw:Chief Executive,Consultancy Fees,124800.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1413462,Octapharma Limited,Tw:Balance Sheet,Pharmacy Issues & Receipts,109200.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1413561,Shire Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,77095.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1413563,Shire Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,77000.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1413639,Alloga Uk,Tw:Balance Sheet,Pharmacy Issues & Receipts,25500.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1414361,Pharmaxo Pharmacy Services Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32165.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1414374,Pharmaxo Pharmacy Services Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,31841.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1415709,Royal Free Charity,Tw:Balance Sheet,Professional Fees-Pp Creditors,31643.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1415917,Bytes Software Services Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,99793.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1416117,Ah Engineering Services Ltd,Rf:Ucl-Maintenance,Engineering Contracts,132582.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1924,Cuffe Plc,Ch:Highlands Compliance Works,Ic Building Contracts,62935.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1926,Compass Contract Services (Uk) Limited,Tw:Soft Fm Contracts,Cleaning Equipment & Materials,314317.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,09/04/2020,1929,Compass Contract Services (Uk) Limited,Tw:Soft Fm Contracts,Cleaning Equipment & Materials,182697.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,10/04/2020,1416930,Santa Cruz Biotechnology Inc,Tw: 11454 Kate Walters Pd-Care,Services Uclh Ft Clinical,-79977.0,ROYF 01-03 - April - June.csv,-1,
Department of Health,Royal Free London NHS Foundation Trust,14/04/2020,1411967,Sharpsmart Ltd,Tw:Nightingale Ward (Excel),Refuse Collection-Clinical,113716.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,14/04/2020,1414924,Sharpsmart Ltd,Tw:Nightingale Ward (Excel),Building Contracts,64370.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,14/04/2020,1414946,Sharpsmart Ltd,Tw:Nightingale Ward (Excel),Building Contracts,-64370.0,ROYF 01-03 - April - June.csv,-1,
Department of Health,Royal Free London NHS Foundation Trust,14/04/2020,1414948,Sharpsmart Ltd,Tw:Nightingale Ward (Excel),Building Contracts,64370.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,16/04/2020,1419774,Hmrc Cumbernauld,Tw:Balance Sheet,Creditors - Income Tax,7197001.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,16/04/2020,1419776,Hmrc Cumbernauld,Tw:Balance Sheet,Creditors-Nat Insurance-Ees,3423502.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,16/04/2020,1419780,Hmrc Cumbernauld,Tw:Balance Sheet,Creditors-Nat Insurance-Ees,4547015.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,16/04/2020,1957,Hmrc Cumbernauld,Tw:Balance Sheet-Property Serv,Creditors - Income Tax,25578.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1098604,Hsl (Fm) Llp,Bh:Pathology Managed Lab Serv.,Pathology Tests Joint Venture,26892.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1330726,Hsl (Fm) Llp,Bh:General Pathology Barnet,Laboratory Equip Disposable,38759.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1330727,Hsl (Fm) Llp,Bh:General Pathology Barnet,Laboratory Equip Disposable,25257.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1356617,Nhs Blood And Transplant,Bh:Haematology Barnet,Blood Products,66241.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,13620,Gilead Sciences Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,30538.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,13628,Janssen-Cilag Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,35844.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1362978,Turner & Townsend Project Mgt Ltd,Ch:Main Centre  Chase Farm,Msse Maintenance Repairs,32463.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,13696,Polar Speed Distribution Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,39000.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,13700,Polar Speed Distribution Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,27300.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1372614,Hsl (Fm) Llp,Rf:General Pathology,Pathology Tests Joint Venture,33110.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,13756,Alliance Healthcare (Distribution) Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,46761.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1383181,Eddisons Commercial Property Management Ltd,Th:Tottenham Kcc-Dialysis,Rent,97379.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1385144,Siemens Financial Services Ltd,Rf:Itu 3/4,Med&Surg Equipment,43442.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1392549,Hsl (Fm) Llp,Rf:General Pathology,Pathology Tests Joint Venture,32196.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1406489,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,162985.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1406687,Liftec Lifts Ltd,Rf:Lifts Project - Backlog,Engineering Contracts,259051.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1406777,Comfort Controls Ltd,Rf:Corona Virus 11south Works,Engineering Contracts,117630.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407200,Fresenius Medical Care (Uk) Ltd,Tw:Dialysis Machines Ref-334,Med&Surg Equipment,42530.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407201,Fresenius Medical Care (Uk) Ltd,Tw:Dialysis Machines Ref-334,Med&Surg Equipment,127591.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407549,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,59100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407550,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,32100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407667,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,59100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407668,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,59100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407669,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,59100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407670,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,59100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407671,Dell Corporation Ltd,Tw:Pc Replacement Programme,Other Non-Clinical Supplies,59100.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407688,Philips Healthcare (Surrey),Rf:48 Anaesthetics Machines,Med&Surg Equipment,896225.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407759,Cuffe Plc,Rf:Fire Code Funding,Building Contracts,183877.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1407987,Hsl (Fm) Llp,Bh:Pathology Managed Lab Serv.,Pathology Tests Joint Venture,25662.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1408133,London Dermatologist Ltd,Rf:Dermatology,Agency Other Medical,52110.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1408137,London Dermatologist Ltd,Rf:Dermatology,Agency Other Medical,66150.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1411661,Logan Construction (Se) Ltd,Rf:Nucmed Enabling Works,Consultancy Fees,93120.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1412020,Hsl (Fm) Llp,Rf:General Pathology,Pathology Tests Joint Venture,257862.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1412022,Hsl (Fm) Llp,Rf:General Pathology,Pathology Tests Joint Venture,153600.0,ROYF 01-03 - April - June.csv,1,
Department of Health,Royal Free London NHS Foundation Trust,17/04/2020,1412033,Hsl (Fm) Llp,Rf:General Pathology,Pathology Tests Joint Venture,176749.0,ROYF 01-03 - April - June.csv,1,
